episode_id,id,date,source_text,jealousy_direction,analysis_target,target_of_jealousy,jealousy_vocabulary,jealousy_structure_category,context_tag,comparison_pair,analysis_axis_distance,analysis_axis_effort_intervention,hierarchy_source,behavior_pattern,primary_emotion_vector,consciousness_state_tag,embodied_cognition_text,entry_id,column_id,paragraph_span,short_text,long_text,narrative_role,span_highlight,source_url,core_text
A16036_E006,40,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,愛情,「やはり嫉妬は、私のせいじゃない。体の仕組みなんだから仕方がな...」,ゼロサムゲーム型、愛情独占型,family,self_vs_sibling,近（家族・友人・同僚）,不可能（生まれつき・才能）,根源的嫉妬,攻撃・模倣型,"{""sadness"": 0.6, ""fear"": 0.6, ""jealousy"": 0.8}",state:explicit_awareness（明確に自覚）,体の仕組みなんだから仕方がない,COL_005_EPI_001,COL_005,2961,やはり嫉妬は、私のせいじゃない。体の仕組みなんだから仕方がない。,"）を奪われることに対する不
安や恐怖、それを取り戻したいという欲求、これは嫉妬の代表的な心理メカニズムだ。
養育者の愛情や保護がないと、赤ちゃんは生き延びることができないからだ。つまり、この嫉妬は間違やはり嫉妬は、私のせいじゃない。体の仕組みなんだから仕方がない。ゃない。体の仕組みなんだから仕方がない。

母の愛を弟にとられたくなくて
私には2歳年下の弟がいる。私の生まれて初めての嫉妬は、たしかに弟に対するものだった。
あれは弟がまだ常にベッドに転がっていた頃",メタ認知的回想,やはり嫉妬は、私のせいじゃない。体の仕組みなんだから仕方がない。,https://fujinkoron.jp/articles/-/16036,ゼロサムゲーム型、愛情独占型 | family | self_vs_sibling | 近（家族・友人・同僚） | 不可能（生まれつき・才能） | 根源的嫉妬 | 攻撃・模倣型 | 「やはり嫉妬は、私のせいじゃない。体の仕組みなんだから仕方がな...」 | やはり嫉妬は、私のせいじゃない。体の仕組みなんだから仕方がない。
A16036_E007,41,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,容姿、能力,「私が母を相手に一生懸命に絵を描いたり説明をしたりしているとき...」,美人資本型,family,self_vs_sibling,近（家族・友人・同僚）,不可能（生まれつき・才能）,根源的嫉妬,内省・葛藤型,"{""sadness"": 0.6, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,体の仕組みなんだから仕方がない,COL_005_EPI_002,COL_005,2966,私が母を相手に一生懸命に絵を描いたり説明をしたりしているとき、決まっていいところで弟がギャーギャーと...,"っとホッとする。やはり嫉妬は、私のせいじ
ゃない。体の仕組みなんだから仕方がない。

母の愛を弟にとられたくなくて
私には2歳年下の弟がいる。私の生まれて初めての嫉妬は、たしかに弟に対するものだった。私が母を相手に一生懸命に絵を描いたり説明をしたりしているとき、決まっていいところで弟がギャーギャーと泣き始める。どれだけ私が上手く絵を描いても、楽しくお喋りしていても、あの不快な音が聞こえるといつも母は瞬時に私に対する興味を全て失い、弟のもとへ急いで向かった。生懸命に絵を描いたり説明をしたりしているとき、決まっていいところで弟がギャーギャーと泣き始め
る。どれだけ私が上手く絵を描いても、楽しくお喋りしていても、あの不快な音が聞こえるといつも母
は瞬時に私に",一人称の直接体験,私が母を相手に一生懸命に絵を描いたり説明をしたりしているとき、決まっていいところで弟がギャーギャーと泣き始める。どれだけ私が上手く絵を描いても、楽しくお喋りしていても、あの不快な音が聞こえるといつも母は瞬時に私に対する興味を全て失い、弟のもとへ急いで向かった。,https://fujinkoron.jp/articles/-/16036,美人資本型 | family | self_vs_sibling | 近（家族・友人・同僚） | 不可能（生まれつき・才能） | 根源的嫉妬 | 内省・葛藤型 | 「私が母を相手に一生懸命に絵を描いたり説明をしたりしているとき...」 | 私が母を相手に一生懸命に絵を描いたり説明をしたりしているとき、決まっていいところで弟がギャーギャーと...
A16036_E008,42,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,容姿、能力,「いつだったか、大人が誰もそばにおらず1人でギャーギャー泣き喚...」,美人資本型,"family, creative_activity",self_vs_sibling,近（家族・友人・同僚）,不可能（生まれつき・才能）,根源的嫉妬,内省・葛藤型,"{""sadness"": 0.6, ""jealousy"": 0.8, ""shame"": 0.6}",state:emerging_awareness（気づきつつある）,窒息させようと思っていたかどうかは定かではないが、とにかく目の前で発せられているこのギャーギャーとうるさい音を止めたかった,COL_005_EPI_003,COL_005,2970,いつだったか、大人が誰もそばにおらず1人でギャーギャー泣き喚いている弟の顔に、上から布団をぎゅーっと...,"まっていいところで弟がギャーギャーと泣き始め
る。どれだけ私が上手く絵を描いても、楽しくお喋りしていても、あの不快な音が聞こえるといつも母
は瞬時に私に対する興味を全て失い、弟のもとへ急いで向かった。いつだったか、大人が誰もそばにおらず1人でギャーギャー泣き喚いている弟の顔に、上から布団をぎゅーっと押し付けたことを覚えている。窒息させようと思っていたかどうかは定かではないが、とにかく目の前で発せられているこのギャーギャーとうるさい音を止めたかった。そうすれば、母はもっと私の話を聞いてくれるだろうと思ったのかもしれない。ーっと押し付けたことを覚えている。窒息させようと思っていたかどうかは定かではないが、とにかく
目の前で発せられているこのギャーギャーとうるさい音を止めたかった。そうすれば、母はもっと私の
話を聞いてく",一人称の直接体験,いつだったか、大人が誰もそばにおらず1人でギャーギャー泣き喚いている弟の顔に、上から布団をぎゅーっと押し付けたことを覚えている。窒息させようと思っていたかどうかは定かではないが、とにかく目の前で発せられているこのギャーギャーとうるさい音を止めたかった。そうすれば、母はもっと私の話を聞いてくれるだろうと思ったのかもしれない。,https://fujinkoron.jp/articles/-/16036,"美人資本型 | family, creative_activity | self_vs_sibling | 近（家族・友人・同僚） | 不可能（生まれつき・才能） | 根源的嫉妬 | 内省・葛藤型 | 「いつだったか、大人が誰もそばにおらず1人でギャーギャー泣き喚...」 | いつだったか、大人が誰もそばにおらず1人でギャーギャー泣き喚いている弟の顔に、上から布団をぎゅーっと..."
A16036_E009,43,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,能力、愛情,「母の愛を弟にとられたくなくて嫉妬した」,愛情独占型,family,self_vs_sibling,近（家族・友人・同僚）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""sadness"": 0.6, ""fear"": 0.6, ""jealousy"": 0.8}",state:explicit_awareness（明確に自覚）,体の仕組みなんだから仕方がない,COL_005_EPI_004,COL_005,2964,母の愛を弟にとられたくなくて嫉妬した,"赤ちゃんは生き延びることができないからだ。つまり、この嫉妬は間違
いなく人間が生き延びるための仕組みだ。そう思うとちょっとホッとする。やはり嫉妬は、私のせいじ
ゃない。体の仕組みなんだから仕方がない。母の愛を弟にとられたくなくて嫉妬した私には2歳年下の弟がいる。私の生まれて初めての嫉妬は、たしかに弟に対するものだった。
あれは弟がまだ常にベッドに転がっていた頃。彼が1歳で、私が3歳くらいだろうか。私が母を相手に一
生懸命に絵を描いた",一人称の直接体験,母の愛を弟にとられたくなくて嫉妬した,https://fujinkoron.jp/articles/-/16036,愛情独占型 | family | self_vs_sibling | 近（家族・友人・同僚） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「母の愛を弟にとられたくなくて嫉妬した」 | 母の愛を弟にとられたくなくて嫉妬した
A16036_E010,44,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,容姿、愛情,「確かにそうだな、と自分でも思ったけれど、母がそう言って弟をあ...」,ゼロサムゲーム型、美人資本型,"family, romantic_relationship",self_vs_sibling,近（家族・友人・同僚）,可能（努力で変えられる）,根源的嫉妬,攻撃・模倣型,"{""anger"": 0.7, ""inferiority"": 0.7, ""desire"": 0.5, ""confusion"": 0.4}",state:meta-cognitive_awareness（メタ認知的気づき）,,COL_005_EPI_005,COL_005,2986,確かにそうだな、と自分でも思ったけれど、母がそう言って弟をあからさまにかわいがる様子は面白くなかった...,"も常にショートだったので、どこへ行っても男の子と間違えられた。

母は、かわいくておとなしい弟が大好きで
「負けず嫌いで頑固なあんたが男の子で、優しくてかわいい弟ちゃんが女の子だったらよかったのに」確かにそうだな、と自分でも思ったけれど、母がそう言って弟をあからさまにかわいがる様子は面白くなかった。わいがる様子は面白くなかった。
私の方が年上だし、賢いのに。いつでもどこでも何もかもあいつが最優先。弟さえいなければ……と何
度も思ったし、面白くないことがあると母が見ていないところで弟の腕をつねった",一人称の直接体験,確かにそうだな、と自分でも思ったけれど、母がそう言って弟をあからさまにかわいがる様子は面白くなかった。,https://fujinkoron.jp/articles/-/16036,"ゼロサムゲーム型、美人資本型 | family, romantic_relationship | self_vs_sibling | 近（家族・友人・同僚） | 可能（努力で変えられる） | 根源的嫉妬 | 攻撃・模倣型 | 「確かにそうだな、と自分でも思ったけれど、母がそう言って弟をあ...」 | 確かにそうだな、と自分でも思ったけれど、母がそう言って弟をあからさまにかわいがる様子は面白くなかった..."
A16036_E011,45,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,容姿、愛情,「弟さえいなければ……と何度も思ったし、面白くないことがあると...」,ゼロサムゲーム型、美人資本型,"family, romantic_relationship",self_vs_sibling,近（家族・友人・同僚）,可能（努力で変えられる）,根源的嫉妬,攻撃・模倣型,"{""anger"": 0.7, ""inferiority"": 0.7, ""desire"": 0.5, ""confusion"": 0.4}",state:meta-cognitive_awareness（メタ認知的気づき）,,COL_005_EPI_006,COL_005,2988,弟さえいなければ……と何度も思ったし、面白くないことがあると母が見ていないところで弟の腕をつねったり...,"なあんたが男の子で、優しくてかわいい弟ちゃんが女の子だったらよかったのに」
といつも言っていた。確かにそうだな、と自分でも思ったけれど、母がそう言って弟をあからさまにか
わいがる様子は面白くなかった。弟さえいなければ……と何度も思ったし、面白くないことがあると母が見ていないところで弟の腕をつねったり、オモチャを隠していじわるしたりもした。度も思ったし、面白くないことがあると母が見ていないところで弟の腕をつねったり、オモチャを隠し
ていじわるしたりもした。でものんびりとしていて気の優しい弟は、いじめられてもあまり気にしてい
ない様子でい",一人称の直接体験,弟さえいなければ……と何度も思ったし、面白くないことがあると母が見ていないところで弟の腕をつねったり、オモチャを隠していじわるしたりもした。,https://fujinkoron.jp/articles/-/16036,"ゼロサムゲーム型、美人資本型 | family, romantic_relationship | self_vs_sibling | 近（家族・友人・同僚） | 可能（努力で変えられる） | 根源的嫉妬 | 攻撃・模倣型 | 「弟さえいなければ……と何度も思ったし、面白くないことがあると...」 | 弟さえいなければ……と何度も思ったし、面白くないことがあると母が見ていないところで弟の腕をつねったり..."
A16036_E012,46,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,容姿,「でものんびりとしていて気の優しい弟は、いじめられてもあまり気...」,ゼロサムゲーム型、美人資本型,family,self_vs_sibling,近（家族・友人・同僚）,可能（努力で変えられる）,根源的嫉妬,攻撃・模倣型,"{""anger"": 0.7, ""inferiority"": 0.7, ""desire"": 0.5, ""confusion"": 0.4}",state:meta-cognitive_awareness（メタ認知的気づき）,,COL_005_EPI_007,COL_005,2990,でものんびりとしていて気の優しい弟は、いじめられてもあまり気にしていない様子でいつもニコニコしながら...,"くなかった。
私の方が年上だし、賢いのに。いつでもどこでも何もかもあいつが最優先。弟さえいなければ……と何
度も思ったし、面白くないことがあると母が見ていないところで弟の腕をつねったり、オモチャを隠しでものんびりとしていて気の優しい弟は、いじめられてもあまり気にしていない様子でいつもニコニコしながら私の後をついてきて、それもまたムカついた。ない様子でいつもニコニコしながら私の後をついてきて、それもまたムカついた。
そんなムカつく弟だけど、私が遊ぶ相手は弟しかいなかった。転勤が多い我が家はどこへ行っても近所
のコミュニティとあまりうまく関",一人称の直接体験,でものんびりとしていて気の優しい弟は、いじめられてもあまり気にしていない様子でいつもニコニコしながら私の後をついてきて、それもまたムカついた。,https://fujinkoron.jp/articles/-/16036,ゼロサムゲーム型、美人資本型 | family | self_vs_sibling | 近（家族・友人・同僚） | 可能（努力で変えられる） | 根源的嫉妬 | 攻撃・模倣型 | 「でものんびりとしていて気の優しい弟は、いじめられてもあまり気...」 | でものんびりとしていて気の優しい弟は、いじめられてもあまり気にしていない様子でいつもニコニコしながら...
A16036_E013,47,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,愛情、社会的地位,「持っていたモノを奪われることへの不安、恐怖、寂しさ、自己愛、...」,ゼロサムゲーム型、社会的ポジション型,family,self_vs_sibling,近（家族・友人・同僚）,不可能（生まれつき・才能）,根源的嫉妬,内省・葛藤型,"{""anger"": 0.7, ""inferiority"": 0.7, ""fear"": 0.6, ""jealousy"": 0.8}",state:explicit_awareness（明確に自覚）,小さい体と心で叫んでいる,COL_005_EPI_008,COL_005,3036,持っていたモノを奪われることへの不安、恐怖、寂しさ、自己愛、兄弟愛……嫉妬は、人間のいろんな感情と複...,"ているようにも思えた。
今でもたまに弟に会う機会があるが、あのニヤニヤとバカにしたような目で私を見るところは変わら
ず、しかも、もう可愛くもなんともない中年親父になっているので腹が立ってしょうがない。持っていたモノを奪われることへの不安、恐怖、寂しさ、自己愛、兄弟愛……嫉妬は、人間のいろんな感情と複雑に混ざりあっていて、単純に1つの感情として考えることのできないとても厄介なものなのかもしれない。感情と複雑に混ざりあっていて、単純に1つの感情として考えることのできないとても厄介なものなのか
もしれない。

小さい体と心で叫んでいる
時が経ち、今度は自分が子どもを育てる立場になった。私の子どもは",メタ認知的回想,持っていたモノを奪われることへの不安、恐怖、寂しさ、自己愛、兄弟愛……嫉妬は、人間のいろんな感情と複雑に混ざりあっていて、単純に1つの感情として考えることのできないとても厄介なものなのかもしれない。,https://fujinkoron.jp/articles/-/16036,ゼロサムゲーム型、社会的ポジション型 | family | self_vs_sibling | 近（家族・友人・同僚） | 不可能（生まれつき・才能） | 根源的嫉妬 | 内省・葛藤型 | 「持っていたモノを奪われることへの不安、恐怖、寂しさ、自己愛、...」 | 持っていたモノを奪われることへの不安、恐怖、寂しさ、自己愛、兄弟愛……嫉妬は、人間のいろんな感情と複...
A16036_E014,48,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→他者,主体嫉妬（自分）,容姿、愛情,「長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようと...」,美人資本型、愛情独占型,general,self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire_for_recognition"": 0.9, ""inferiority"": 0.7, ""fear"": 0.6, ""jealousy"": 0.8}",state:explicit_awareness（明確に自覚）,長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようとしている,COL_005_EPI_009,COL_005,3051,長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようとしている。,"と。
まだ生まれて4年しか生きていない小さな小さな長男が、もっと小さな、生まれたばかりの次男に対して
嫉妬をしている様子を見て「ああ。この子は今、私の愛を失う不安に襲われているんだ！」と感動し
た。長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようとしている。自分ではまだわかっていなくとも、こうやって全身で叫んでいるんだ、とたまらなく愛おしく思った。
やはり嫉妬という感情は、人間が生まれながらに「愛されたい」「生きたい」と感じていることの証な
のではないだ",メタ認知的回想,長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようとしている。,https://fujinkoron.jp/articles/-/16036,美人資本型、愛情独占型 | general | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようと...」 | 長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようとしている。
A16036_E015,49,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→他者,主体嫉妬（自分）,容姿、愛情,「愛されたい」,美人資本型、愛情独占型,general,self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire_for_recognition"": 0.9, ""inferiority"": 0.7, ""fear"": 0.6, ""jealousy"": 0.8}",state:explicit_awareness（明確に自覚）,長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようとしている,COL_005_EPI_010,COL_005,3053,やはり嫉妬という感情は、人間が生まれながらに「愛されたい」「生きたい」と感じていることの証なのではな...,"し
た。

長男はこんなに小さい体と心で、ちゃんと嫉妬をして、生きようとしている。愛されたいということを
自分ではまだわかっていなくとも、こうやって全身で叫んでいるんだ、とたまらなく愛おしく思った。やはり嫉妬という感情は、人間が生まれながらに「愛されたい」「生きたい」と感じていることの証なのではないだろうか。のではないだろうか。
長男がかわいい嫉妬を見せてくれるたびに、大丈夫だよ、君をとても愛しているよと多めに抱きしめる
ことにした。そんなもん、なんぼでも抱きしめるよ！

ぎゅー！",メタ認知的回想,やはり嫉妬という感情は、人間が生まれながらに「愛されたい」「生きたい」と感じていることの証なのではないだろうか。,https://fujinkoron.jp/articles/-/16036,美人資本型、愛情独占型 | general | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「愛されたい」 | やはり嫉妬という感情は、人間が生まれながらに「愛されたい」「生きたい」と感じていることの証なのではな...
A16036_E016,50,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→弟,主体嫉妬（自分）,愛情,「ちくしょう。たまにはあの時みたいに私の愛を猛烈に欲してくれて...」,その他,"family, romantic_relationship",self_vs_sibling,近（家族・友人・同僚）,可能（努力で変えられる）,根源的嫉妬,行動化型,"{""inferiority"": 0.7, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,,COL_006_EPI_001,COL_006,3068,ちくしょう。たまにはあの時みたいに私の愛を猛烈に欲してくれてもいいのに。もう！　彼女とLINEしてば...,"に嫉妬していたことがあったよ。そのたびにこうしてぎゅーっと抱きしめてあげると嬉
しそうにしていたよ」
と私が抱きしめようとすると
「やめろ、マジで！」
と振り払い、スマホを持ってどこかへ行ってしまう。ちくしょう。たまにはあの時みたいに私の愛を猛烈に欲してくれてもいいのに。もう！　彼女とLINEしてばっかり……！もう！

彼女とLINEしてばっかり……！

今は私の方が、長男の彼女に嫉妬している。くそう。",一人称の直接体験,ちくしょう。たまにはあの時みたいに私の愛を猛烈に欲してくれてもいいのに。もう！　彼女とLINEしてばっかり……！,https://fujinkoron.jp/articles/-/16036,"その他 | family, romantic_relationship | self_vs_sibling | 近（家族・友人・同僚） | 可能（努力で変えられる） | 根源的嫉妬 | 行動化型 | 「ちくしょう。たまにはあの時みたいに私の愛を猛烈に欲してくれて...」 | ちくしょう。たまにはあの時みたいに私の愛を猛烈に欲してくれてもいいのに。もう！　彼女とLINEしてば..."
A16036_E017,51,2025-03-21,「生まれて初めての嫉妬は、弟への感情。母の愛を取られたくない…。泣き喚く弟の顔に思わず布団を…」,本人→同業者,主体嫉妬（自分）,愛情,「今は私の方が、長男の彼女に嫉妬している。くそう。...」,その他,"romantic_relationship, creative_activity",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,根源的嫉妬,行動化型,"{""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,,COL_006_EPI_002,COL_006,3073,今は私の方が、長男の彼女に嫉妬している。くそう。,"ちくしょう。たまにはあの時みたいに私の愛を猛烈に欲してくれてもいいのに。
もう！

彼女とLINEしてばっかり……！今は私の方が、長男の彼女に嫉妬している。くそう。出典＝WEBオリジナル
斉藤ナミ
エッセイスト

「ランドリーボックス」「ねとらぼ」などさまざまなWebメディアでエッセイを執筆。noteが主催する",一人称の直接体験,今は私の方が、長男の彼女に嫉妬している。くそう。,https://fujinkoron.jp/articles/-/16036,"その他 | romantic_relationship, creative_activity | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 根源的嫉妬 | 行動化型 | 「今は私の方が、長男の彼女に嫉妬している。くそう。...」 | 今は私の方が、長男の彼女に嫉妬している。くそう。"
A16276_E001,52,2025/04/10,4月10日は嫉妬の日！斉藤ナミ「嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。その結果は…」,本人→他者,主体嫉妬（自分）,承認・評価、愛情,「4月10日は嫉妬の日」,承認競争型、愛情独占型,"workplace, social_media, romantic_relationship",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire_for_recognition"": 0.9, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,SNSを中心にコミカルな文体で人気,COL_006_EPI_003,COL_006,2562,4月10日は嫉妬の日,"な文体で人気
を集めています。「愛されたい」が私のすべて。自己愛まみれの奮闘記、『褒めてくれてもいいんですよ？』
を上梓した斉藤さんによる連載「嫉妬についてのエトセトラ」。第4回は「仕事嫉妬地獄」です4月10日は嫉妬の日自分の恋人にDMした。その結果は…』」はこちら

「嫉妬

女性",メタ認知的回想,4月10日は嫉妬の日,https://fujinkoron.jp/articles/-/16276,"承認競争型、愛情独占型 | workplace, social_media, romantic_relationship | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「4月10日は嫉妬の日」 | 4月10日は嫉妬の日"
A16276_E002,53,2025/04/10,4月10日は嫉妬の日！斉藤ナミ「嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。その結果は…」,本人→他者,主体嫉妬（自分）,承認・評価、愛情,「嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になり...」,承認競争型、愛情独占型,"workplace, social_media, romantic_relationship",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,根源的嫉妬,内省・葛藤型,"{""desire_for_recognition"": 0.9, ""jealousy"": 0.8, ""desire"": 0.5, ""confusion"": 0.4}",state:explicit_awareness（明確に自覚）,SNSを中心にコミカルな文体で人気,COL_006_EPI_004,COL_006,2562,嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。,"な文体で人気
を集めています。「愛されたい」が私のすべて。自己愛まみれの奮闘記、『褒めてくれてもいいんですよ？』
を上梓した斉藤さんによる連載「嫉妬についてのエトセトラ」。第4回は「仕事嫉妬地獄」です嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。自分の恋人にDMした。その結果は…』」はこちら

「嫉妬

女性",メタ認知的回想,嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。,https://fujinkoron.jp/articles/-/16276,"承認競争型、愛情独占型 | workplace, social_media, romantic_relationship | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 根源的嫉妬 | 内省・葛藤型 | 「嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になり...」 | 嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。"
A16276_E003,54,2025/04/10,4月10日は嫉妬の日！斉藤ナミ「嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。その結果は…」,本人→他者,主体嫉妬（自分）,他者の優位性,「ずっと一緒」,その他,general,self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,関係的嫉妬,内省・葛藤型,"{""anger"": 0.7, ""desire"": 0.5, ""confusion"": 0.4}",state:unconscious_reaction（無意識的反応）,頭がカッとなり、腹の底からぐわああああっっと怒りが沸き起こってきた,COL_006_EPI_005,COL_006,2783,頭がカッとなり、腹の底からぐわああああっっと怒りが沸き起こってきた。どういうこと？　別れてないの？　...,"マキって確か元カノだよね？

なんで会ってるの！？頭がカッとなり、腹の底からぐわああああっっと怒りが沸き起こってきた。どういうこと？　別れてないの？　二股！？　「ずっと一緒」だと？　ばーか。彼は私とずっと一緒にいるんだよ！いの？

二股！？

「ずっと一緒」だと？",一人称の直接体験,頭がカッとなり、腹の底からぐわああああっっと怒りが沸き起こってきた。どういうこと？　別れてないの？　二股！？　「ずっと一緒」だと？　ばーか。彼は私とずっと一緒にいるんだよ！,https://fujinkoron.jp/articles/-/16276,その他 | general | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 関係的嫉妬 | 内省・葛藤型 | 「ずっと一緒」 | 頭がカッとなり、腹の底からぐわああああっっと怒りが沸き起こってきた。どういうこと？　別れてないの？　...
A16276_E004,55,2025/04/10,4月10日は嫉妬の日！斉藤ナミ「嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。その結果は…」,本人→他者,主体嫉妬（自分）,承認・評価、愛情,「取られたくない！」,ゼロサムゲーム型,"romantic_relationship, creative_activity",self_vs_other,中（知り合い・同業者）,可能（努力で変えられる）,関係的嫉妬,内省・葛藤型,"{""anger"": 0.7, ""sadness"": 0.6, ""jealousy"": 0.8}",state:explicit_awareness（明確に自覚）,喉の下あたりが、キューっと縮んで痛かった,COL_006_EPI_006,COL_006,2794,そこまで好きではなかった彼だったけれど、突然現れた他の女性の影に対して私は一瞬で凄まじい嫉妬心を起こ...,"別れてな

ばーか。彼は私とずっと一緒にいるんだよ！そこまで好きではなかった彼だったけれど、突然現れた他の女性の影に対して私は一瞬で凄まじい嫉妬心を起こし、急に「取られたくない！」と思ってしまった。心を起こし、急に「取られたくない！」と思ってしまった。

巨乳で小柄……私と反対じゃん。もしかしてこっちが遊びで本当に好きなのは、マキなの？
マキのことを想っている彼の気持ちを想像すると、怒りがしぼ",一人称の直接体験,そこまで好きではなかった彼だったけれど、突然現れた他の女性の影に対して私は一瞬で凄まじい嫉妬心を起こし、急に「取られたくない！」と思ってしまった。,https://fujinkoron.jp/articles/-/16276,"ゼロサムゲーム型 | romantic_relationship, creative_activity | self_vs_other | 中（知り合い・同業者） | 可能（努力で変えられる） | 関係的嫉妬 | 内省・葛藤型 | 「取られたくない！」 | そこまで好きではなかった彼だったけれど、突然現れた他の女性の影に対して私は一瞬で凄まじい嫉妬心を起こ..."
