query_id,query_style,gold_episode_id,condition,rank,hit_at_10
Q0011_behavior,behavior,A16925_E002,core_text,7,1
Q0012_shorttext,shorttext,A17138_E004,core_text,1,1
Q0012_comparison,comparison,A17138_E004,core_text,8,1
Q0012_distance_effort,distance_effort,A17138_E004,core_text,10,1
Q0012_behavior,behavior,A17138_E004,core_text,8,1
Q0013_shorttext,shorttext,A16030_E026,core_text,1,1
Q0013_comparison,comparison,A16030_E026,core_text,3,1
Q0013_distance_effort,distance_effort,A16030_E026,core_text,4,1
Q0013_behavior,behavior,A16030_E026,core_text,3,1
Q0014_shorttext,shorttext,A18132_E001,core_text,1,1
Q0014_comparison,comparison,A18132_E001,core_text,27,0
Q0014_distance_effort,distance_effort,A18132_E001,core_text,23,0
Q0014_behavior,behavior,A18132_E001,core_text,27,0
Q0015_shorttext,shorttext,A16276_E020,core_text,1,1
Q0015_comparison,comparison,A16276_E020,core_text,10,1
Q0015_distance_effort,distance_effort,A16276_E020,core_text,9,1
Q0015_behavior,behavior,A16276_E020,core_text,6,1
Q0016_shorttext,shorttext,A16700_E021,core_text,1,1
Q0016_comparison,comparison,A16700_E021,core_text,1,1
Q0016_distance_effort,distance_effort,A16700_E021,core_text,1,1
Q0016_behavior,behavior,A16700_E021,core_text,1,1
Q0017_shorttext,shorttext,A18023_E007,core_text,1,1
Q0017_comparison,comparison,A18023_E007,core_text,3,1
Q0017_distance_effort,distance_effort,A18023_E007,core_text,2,1
Q0017_behavior,behavior,A18023_E007,core_text,3,1
Q0018_shorttext,shorttext,A16840_E004,core_text,1,1
Q0018_comparison,comparison,A16840_E004,core_text,58,0
Q0018_distance_effort,distance_effort,A16840_E004,core_text,46,0
Q0018_behavior,behavior,A16840_E004,core_text,19,0
Q0019_shorttext,shorttext,A17458_E006,core_text,1,1
Q0019_comparison,comparison,A17458_E006,core_text,2,1
Q0019_distance_effort,distance_effort,A17458_E006,core_text,5,1
Q0019_behavior,behavior,A17458_E006,core_text,2,1
Q0020_shorttext,shorttext,A16030_E024,core_text,1,1
Q0020_comparison,comparison,A16030_E024,core_text,32,0
Q0020_distance_effort,distance_effort,A16030_E024,core_text,27,0
Q0020_behavior,behavior,A16030_E024,core_text,34,0
Q0021_shorttext,shorttext,A19964_E006,core_text,1,1
Q0021_comparison,comparison,A19964_E006,core_text,1,1
Q0021_distance_effort,distance_effort,A19964_E006,core_text,3,1
Q0021_behavior,behavior,A19964_E006,core_text,1,1
Q0022_shorttext,shorttext,A16700_E010,core_text,1,1
Q0022_comparison,comparison,A16700_E010,core_text,10,1
Q0022_distance_effort,distance_effort,A16700_E010,core_text,8,1
Q0022_behavior,behavior,A16700_E010,core_text,8,1
Q0023_shorttext,shorttext,A16030_E004,core_text,1,1
Q0023_comparison,comparison,A16030_E004,core_text,2,1
Q0023_distance_effort,distance_effort,A16030_E004,core_text,3,1
Q0023_behavior,behavior,A16030_E004,core_text,2,1
Q0024_shorttext,shorttext,A19005_E013,core_text,1,1
Q0024_comparison,comparison,A19005_E013,core_text,12,0
Q0024_distance_effort,distance_effort,A19005_E013,core_text,10,1
Q0024_behavior,behavior,A19005_E013,core_text,9,1
Q0025_shorttext,shorttext,A17458_E018,core_text,1,1
Q0025_comparison,comparison,A17458_E018,core_text,6,1
Q0025_distance_effort,distance_effort,A17458_E018,core_text,3,1
Q0025_behavior,behavior,A17458_E018,core_text,5,1
Q0026_shorttext,shorttext,A16840_E011,core_text,1,1
Q0026_comparison,comparison,A16840_E011,core_text,35,0
Q0026_distance_effort,distance_effort,A16840_E011,core_text,22,0
Q0026_behavior,behavior,A16840_E011,core_text,28,0
Q0027_shorttext,shorttext,A16030_E015,core_text,1,1
Q0027_comparison,comparison,A16030_E015,core_text,2,1
Q0027_distance_effort,distance_effort,A16030_E015,core_text,3,1
Q0027_behavior,behavior,A16030_E015,core_text,1,1
Q0028_shorttext,shorttext,A17709_E009,core_text,1,1
Q0028_comparison,comparison,A17709_E009,core_text,5,1
Q0028_distance_effort,distance_effort,A17709_E009,core_text,4,1
Q0028_behavior,behavior,A17709_E009,core_text,4,1
Q0029_shorttext,shorttext,A17458_E021,core_text,1,1
Q0029_comparison,comparison,A17458_E021,core_text,11,0
Q0029_distance_effort,distance_effort,A17458_E021,core_text,24,0
Q0029_behavior,behavior,A17458_E021,core_text,4,1
Q0030_shorttext,shorttext,A16030_E009,core_text,1,1
Q0030_comparison,comparison,A16030_E009,core_text,7,1
Q0030_distance_effort,distance_effort,A16030_E009,core_text,18,0
Q0030_behavior,behavior,A16030_E009,core_text,8,1
Q0031_shorttext,shorttext,A18808_E005,core_text,1,1
Q0031_comparison,comparison,A18808_E005,core_text,15,0
Q0031_distance_effort,distance_effort,A18808_E005,core_text,8,1
Q0031_behavior,behavior,A18808_E005,core_text,19,0
Q0032_shorttext,shorttext,A18808_E011,core_text,1,1
Q0032_comparison,comparison,A18808_E011,core_text,56,0
Q0032_distance_effort,distance_effort,A18808_E011,core_text,49,0
Q0032_behavior,behavior,A18808_E011,core_text,11,0
Q0033_shorttext,shorttext,A16700_E004,core_text,1,1
Q0033_comparison,comparison,A16700_E004,core_text,15,0
Q0033_distance_effort,distance_effort,A16700_E004,core_text,35,0
Q0033_behavior,behavior,A16700_E004,core_text,8,1
Q0034_shorttext,shorttext,A18023_E006,core_text,1,1
Q0034_comparison,comparison,A18023_E006,core_text,32,0
Q0034_distance_effort,distance_effort,A18023_E006,core_text,11,0
Q0034_behavior,behavior,A18023_E006,core_text,31,0
Q0035_shorttext,shorttext,A16276_E022,core_text,1,1
Q0035_comparison,comparison,A16276_E022,core_text,29,0
Q0035_distance_effort,distance_effort,A16276_E022,core_text,26,0
Q0035_behavior,behavior,A16276_E022,core_text,17,0
Q0036_shorttext,shorttext,A16840_E026,core_text,1,1
Q0036_comparison,comparison,A16840_E026,core_text,111,0
Q0036_distance_effort,distance_effort,A16840_E026,core_text,99,0
Q0036_behavior,behavior,A16840_E026,core_text,101,0
Q0037_shorttext,shorttext,A16840_E019,core_text,1,1
Q0037_comparison,comparison,A16840_E019,core_text,4,1
Q0037_distance_effort,distance_effort,A16840_E019,core_text,2,1
Q0037_behavior,behavior,A16840_E019,core_text,3,1
Q0038_shorttext,shorttext,A17243_E008,core_text,1,1
Q0038_comparison,comparison,A17243_E008,core_text,1,1
Q0038_distance_effort,distance_effort,A17243_E008,core_text,1,1
Q0038_behavior,behavior,A17243_E008,core_text,1,1
Q0039_shorttext,shorttext,A17458_E022,core_text,1,1
Q0039_comparison,comparison,A17458_E022,core_text,1,1
Q0039_distance_effort,distance_effort,A17458_E022,core_text,2,1
Q0039_behavior,behavior,A17458_E022,core_text,1,1
Q0040_shorttext,shorttext,A17138_E003,core_text,1,1
Q0040_comparison,comparison,A17138_E003,core_text,2,1
Q0040_distance_effort,distance_effort,A17138_E003,core_text,4,1
Q0040_behavior,behavior,A17138_E003,core_text,1,1
Q0041_shorttext,shorttext,A17458_E007,core_text,1,1
Q0041_comparison,comparison,A17458_E007,core_text,4,1
Q0041_distance_effort,distance_effort,A17458_E007,core_text,1,1
Q0041_behavior,behavior,A17458_E007,core_text,3,1
Q0042_shorttext,shorttext,A16276_E018,core_text,1,1
Q0042_comparison,comparison,A16276_E018,core_text,2,1
Q0042_distance_effort,distance_effort,A16276_E018,core_text,2,1
Q0042_behavior,behavior,A16276_E018,core_text,2,1
Q0043_shorttext,shorttext,A18023_E004,core_text,1,1
Q0043_comparison,comparison,A18023_E004,core_text,13,0
Q0043_distance_effort,distance_effort,A18023_E004,core_text,1,1
Q0043_behavior,behavior,A18023_E004,core_text,12,0
Q0044_shorttext,shorttext,A18023_E008,core_text,1,1
Q0044_comparison,comparison,A18023_E008,core_text,8,1
Q0044_distance_effort,distance_effort,A18023_E008,core_text,3,1
Q0044_behavior,behavior,A18023_E008,core_text,6,1
Q0045_shorttext,shorttext,A19659_E002,core_text,1,1
Q0045_comparison,comparison,A19659_E002,core_text,4,1
Q0045_distance_effort,distance_effort,A19659_E002,core_text,31,0
Q0045_behavior,behavior,A19659_E002,core_text,3,1
Q0046_shorttext,shorttext,A16276_E028,core_text,1,1
Q0046_comparison,comparison,A16276_E028,core_text,11,0
Q0046_distance_effort,distance_effort,A16276_E028,core_text,44,0
Q0046_behavior,behavior,A16276_E028,core_text,11,0
Q0047_shorttext,shorttext,A17458_E017,core_text,2,1
Q0047_comparison,comparison,A17458_E017,core_text,2,1
Q0047_distance_effort,distance_effort,A17458_E017,core_text,2,1
Q0047_behavior,behavior,A17458_E017,core_text,2,1
Q0048_shorttext,shorttext,A16700_E005,core_text,1,1
Q0048_comparison,comparison,A16700_E005,core_text,1,1
Q0048_distance_effort,distance_effort,A16700_E005,core_text,15,0
Q0048_behavior,behavior,A16700_E005,core_text,1,1
Q0049_shorttext,shorttext,A16700_E025,core_text,1,1
Q0049_comparison,comparison,A16700_E025,core_text,1,1
Q0049_distance_effort,distance_effort,A16700_E025,core_text,4,1
Q0049_behavior,behavior,A16700_E025,core_text,1,1
Q0050_shorttext,shorttext,A17138_E006,core_text,1,1
Q0050_comparison,comparison,A17138_E006,core_text,42,0
Q0050_distance_effort,distance_effort,A17138_E006,core_text,12,0
Q0050_behavior,behavior,A17138_E006,core_text,39,0
Q0051_shorttext,shorttext,A16030_E014,core_text,1,1
Q0051_comparison,comparison,A16030_E014,core_text,2,1
Q0051_distance_effort,distance_effort,A16030_E014,core_text,2,1
Q0051_behavior,behavior,A16030_E014,core_text,2,1
Q0052_shorttext,shorttext,A19964_E011,core_text,1,1
Q0052_comparison,comparison,A19964_E011,core_text,7,1
Q0052_distance_effort,distance_effort,A19964_E011,core_text,18,0
Q0052_behavior,behavior,A19964_E011,core_text,7,1
Q0053_shorttext,shorttext,A19659_E007,core_text,1,1
Q0053_comparison,comparison,A19659_E007,core_text,9,1
Q0053_distance_effort,distance_effort,A19659_E007,core_text,7,1
Q0053_behavior,behavior,A19659_E007,core_text,9,1
Q0054_shorttext,shorttext,A18808_E013,core_text,1,1
Q0054_comparison,comparison,A18808_E013,core_text,115,0
Q0054_distance_effort,distance_effort,A18808_E013,core_text,107,0
Q0054_behavior,behavior,A18808_E013,core_text,52,0
Q0055_shorttext,shorttext,A16700_E015,core_text,1,1
Q0055_comparison,comparison,A16700_E015,core_text,15,0
Q0055_distance_effort,distance_effort,A16700_E015,core_text,13,0
Q0055_behavior,behavior,A16700_E015,core_text,11,0
Q0056_shorttext,shorttext,A17458_E023,core_text,1,1
Q0056_comparison,comparison,A17458_E023,core_text,1,1
Q0056_distance_effort,distance_effort,A17458_E023,core_text,1,1
Q0056_behavior,behavior,A17458_E023,core_text,1,1
Q0057_shorttext,shorttext,A19005_E014,core_text,1,1
Q0057_comparison,comparison,A19005_E014,core_text,5,1
Q0057_distance_effort,distance_effort,A19005_E014,core_text,3,1
Q0057_behavior,behavior,A19005_E014,core_text,5,1
Q0058_shorttext,shorttext,A18808_E024,core_text,1,1
Q0058_comparison,comparison,A18808_E024,core_text,6,1
Q0058_distance_effort,distance_effort,A18808_E024,core_text,17,0
Q0058_behavior,behavior,A18808_E024,core_text,8,1
Q0059_shorttext,shorttext,A16840_E003,core_text,1,1
Q0059_comparison,comparison,A16840_E003,core_text,10,1
Q0059_distance_effort,distance_effort,A16840_E003,core_text,4,1
Q0059_behavior,behavior,A16840_E003,core_text,1,1
Q0060_shorttext,shorttext,A16030_E025,core_text,1,1
Q0060_comparison,comparison,A16030_E025,core_text,16,0
Q0060_distance_effort,distance_effort,A16030_E025,core_text,11,0
Q0060_behavior,behavior,A16030_E025,core_text,11,0
Q0061_shorttext,shorttext,A17458_E003,core_text,1,1
Q0061_comparison,comparison,A17458_E003,core_text,1,1
Q0061_distance_effort,distance_effort,A17458_E003,core_text,1,1
Q0061_behavior,behavior,A17458_E003,core_text,1,1
Q0062_shorttext,shorttext,A19964_E016,core_text,1,1
Q0062_comparison,comparison,A19964_E016,core_text,22,0
Q0062_distance_effort,distance_effort,A19964_E016,core_text,13,0
Q0062_behavior,behavior,A19964_E016,core_text,18,0
Q0063_shorttext,shorttext,A16700_E008,core_text,1,1
Q0063_comparison,comparison,A16700_E008,core_text,8,1
Q0063_distance_effort,distance_effort,A16700_E008,core_text,4,1
Q0063_behavior,behavior,A16700_E008,core_text,7,1
Q0064_shorttext,shorttext,A17458_E012,core_text,1,1
Q0064_comparison,comparison,A17458_E012,core_text,30,0
Q0064_distance_effort,distance_effort,A17458_E012,core_text,17,0
Q0064_behavior,behavior,A17458_E012,core_text,27,0
Q0065_shorttext,shorttext,A16840_E005,core_text,1,1
Q0065_comparison,comparison,A16840_E005,core_text,13,0
Q0065_distance_effort,distance_effort,A16840_E005,core_text,6,1
Q0065_behavior,behavior,A16840_E005,core_text,10,1
Q0066_shorttext,shorttext,A16840_E009,core_text,1,1
Q0066_comparison,comparison,A16840_E009,core_text,109,0
Q0066_distance_effort,distance_effort,A16840_E009,core_text,78,0
Q0066_behavior,behavior,A16840_E009,core_text,93,0
Q0067_shorttext,shorttext,A19450_E005,core_text,1,1
Q0067_comparison,comparison,A19450_E005,core_text,3,1
Q0067_distance_effort,distance_effort,A19450_E005,core_text,3,1
Q0067_behavior,behavior,A19450_E005,core_text,3,1
Q0068_shorttext,shorttext,A19964_E012,core_text,1,1
Q0068_comparison,comparison,A19964_E012,core_text,97,0
Q0068_distance_effort,distance_effort,A19964_E012,core_text,76,0
Q0068_behavior,behavior,A19964_E012,core_text,86,0
Q0069_shorttext,shorttext,A16700_E028,core_text,1,1
Q0069_comparison,comparison,A16700_E028,core_text,2,1
Q0069_distance_effort,distance_effort,A16700_E028,core_text,8,1
Q0069_behavior,behavior,A16700_E028,core_text,2,1
Q0070_shorttext,shorttext,A19289_E004,core_text,1,1
Q0070_comparison,comparison,A19289_E004,core_text,2,1
Q0070_distance_effort,distance_effort,A19289_E004,core_text,22,0
Q0070_behavior,behavior,A19289_E004,core_text,2,1
Q0071_shorttext,shorttext,A16276_E026,core_text,1,1
Q0071_comparison,comparison,A16276_E026,core_text,6,1
Q0071_distance_effort,distance_effort,A16276_E026,core_text,27,0
Q0071_behavior,behavior,A16276_E026,core_text,7,1
Q0072_shorttext,shorttext,A16840_E012,core_text,1,1
Q0072_comparison,comparison,A16840_E012,core_text,44,0
Q0072_distance_effort,distance_effort,A16840_E012,core_text,16,0
Q0072_behavior,behavior,A16840_E012,core_text,41,0
Q0073_shorttext,shorttext,A16840_E014,core_text,1,1
Q0073_comparison,comparison,A16840_E014,core_text,16,0
Q0073_distance_effort,distance_effort,A16840_E014,core_text,25,0
Q0073_behavior,behavior,A16840_E014,core_text,16,0
Q0074_shorttext,shorttext,A16030_E018,core_text,1,1
Q0074_comparison,comparison,A16030_E018,core_text,3,1
Q0074_distance_effort,distance_effort,A16030_E018,core_text,103,0
Q0074_behavior,behavior,A16030_E018,core_text,4,1
Q0075_shorttext,shorttext,A16276_E024,core_text,1,1
Q0075_comparison,comparison,A16276_E024,core_text,40,0
Q0075_distance_effort,distance_effort,A16276_E024,core_text,45,0
Q0075_behavior,behavior,A16276_E024,core_text,34,0
Q0076_shorttext,shorttext,A19005_E018,core_text,1,1
Q0076_comparison,comparison,A19005_E018,core_text,1,1
Q0076_distance_effort,distance_effort,A19005_E018,core_text,1,1
Q0076_behavior,behavior,A19005_E018,core_text,1,1
Q0077_shorttext,shorttext,A16700_E002,core_text,1,1
Q0077_comparison,comparison,A16700_E002,core_text,73,0
Q0077_distance_effort,distance_effort,A16700_E002,core_text,64,0
Q0077_behavior,behavior,A16700_E002,core_text,63,0
Q0078_shorttext,shorttext,A16030_E011,core_text,1,1
Q0078_comparison,comparison,A16030_E011,core_text,2,1
Q0078_distance_effort,distance_effort,A16030_E011,core_text,2,1
Q0078_behavior,behavior,A16030_E011,core_text,2,1
Q0079_shorttext,shorttext,A19005_E009,core_text,1,1
Q0079_comparison,comparison,A19005_E009,core_text,2,1
Q0079_distance_effort,distance_effort,A19005_E009,core_text,2,1
Q0079_behavior,behavior,A19005_E009,core_text,2,1
Q0080_shorttext,shorttext,A18023_E011,core_text,1,1
Q0080_comparison,comparison,A18023_E011,core_text,7,1
Q0080_distance_effort,distance_effort,A18023_E011,core_text,13,0
Q0080_behavior,behavior,A18023_E011,core_text,6,1
Q0081_shorttext,shorttext,A18808_E002,core_text,1,1
Q0081_comparison,comparison,A18808_E002,core_text,5,1
Q0081_distance_effort,distance_effort,A18808_E002,core_text,4,1
Q0081_behavior,behavior,A18808_E002,core_text,4,1
Q0082_shorttext,shorttext,A16276_E002,core_text,1,1
Q0082_comparison,comparison,A16276_E002,core_text,2,1
Q0082_distance_effort,distance_effort,A16276_E002,core_text,4,1
Q0082_behavior,behavior,A16276_E002,core_text,2,1
Q0083_shorttext,shorttext,A16925_E003,core_text,1,1
Q0083_comparison,comparison,A16925_E003,core_text,4,1
Q0083_distance_effort,distance_effort,A16925_E003,core_text,5,1
Q0083_behavior,behavior,A16925_E003,core_text,4,1
Q0084_shorttext,shorttext,A16925_E007,core_text,1,1
Q0084_comparison,comparison,A16925_E007,core_text,28,0
Q0084_distance_effort,distance_effort,A16925_E007,core_text,38,0
Q0084_behavior,behavior,A16925_E007,core_text,26,0
Q0085_shorttext,shorttext,A16030_E033,core_text,1,1
Q0085_comparison,comparison,A16030_E033,core_text,4,1
Q0085_distance_effort,distance_effort,A16030_E033,core_text,5,1
Q0085_behavior,behavior,A16030_E033,core_text,3,1
Q0086_shorttext,shorttext,A18023_E005,core_text,1,1
Q0086_comparison,comparison,A18023_E005,core_text,43,0
Q0086_distance_effort,distance_effort,A18023_E005,core_text,15,0
Q0086_behavior,behavior,A18023_E005,core_text,40,0
Q0087_shorttext,shorttext,A18808_E023,core_text,1,1
Q0087_comparison,comparison,A18808_E023,core_text,1,1
Q0087_distance_effort,distance_effort,A18808_E023,core_text,1,1
Q0087_behavior,behavior,A18808_E023,core_text,1,1
Q0088_shorttext,shorttext,A16030_E031,core_text,1,1
Q0088_comparison,comparison,A16030_E031,core_text,15,0
Q0088_distance_effort,distance_effort,A16030_E031,core_text,13,0
Q0088_behavior,behavior,A16030_E031,core_text,6,1
Q0089_shorttext,shorttext,A19005_E023,core_text,1,1
Q0089_comparison,comparison,A19005_E023,core_text,3,1
Q0089_distance_effort,distance_effort,A19005_E023,core_text,30,0
Q0089_behavior,behavior,A19005_E023,core_text,3,1
Q0090_shorttext,shorttext,A16700_E014,core_text,1,1
Q0090_comparison,comparison,A16700_E014,core_text,12,0
Q0090_distance_effort,distance_effort,A16700_E014,core_text,10,1
Q0090_behavior,behavior,A16700_E014,core_text,11,0
Q0091_shorttext,shorttext,A19450_E007,core_text,1,1
Q0091_comparison,comparison,A19450_E007,core_text,29,0
Q0091_distance_effort,distance_effort,A19450_E007,core_text,16,0
Q0091_behavior,behavior,A19450_E007,core_text,24,0
Q0092_shorttext,shorttext,A18132_E009,core_text,1,1
Q0092_comparison,comparison,A18132_E009,core_text,103,0
Q0092_distance_effort,distance_effort,A18132_E009,core_text,91,0
Q0092_behavior,behavior,A18132_E009,core_text,94,0
Q0093_shorttext,shorttext,A16700_E007,core_text,1,1
Q0093_comparison,comparison,A16700_E007,core_text,1,1
Q0093_distance_effort,distance_effort,A16700_E007,core_text,1,1
Q0093_behavior,behavior,A16700_E007,core_text,1,1
Q0094_shorttext,shorttext,A17709_E002,core_text,1,1
Q0094_comparison,comparison,A17709_E002,core_text,4,1
Q0094_distance_effort,distance_effort,A17709_E002,core_text,18,0
Q0094_behavior,behavior,A17709_E002,core_text,5,1
Q0095_shorttext,shorttext,A16840_E013,core_text,1,1
Q0095_comparison,comparison,A16840_E013,core_text,26,0
Q0095_distance_effort,distance_effort,A16840_E013,core_text,24,0
Q0095_behavior,behavior,A16840_E013,core_text,26,0
Q0096_shorttext,shorttext,A16030_E036,core_text,1,1
Q0096_comparison,comparison,A16030_E036,core_text,19,0
Q0096_distance_effort,distance_effort,A16030_E036,core_text,13,0
Q0096_behavior,behavior,A16030_E036,core_text,16,0
Q0097_shorttext,shorttext,A16700_E029,core_text,1,1
Q0097_comparison,comparison,A16700_E029,core_text,5,1
Q0097_distance_effort,distance_effort,A16700_E029,core_text,21,0
Q0097_behavior,behavior,A16700_E029,core_text,5,1
Q0098_shorttext,shorttext,A16700_E012,core_text,1,1
Q0098_comparison,comparison,A16700_E012,core_text,43,0
Q0098_distance_effort,distance_effort,A16700_E012,core_text,36,0
Q0098_behavior,behavior,A16700_E012,core_text,37,0
Q0099_shorttext,shorttext,A18132_E008,core_text,1,1
Q0099_comparison,comparison,A18132_E008,core_text,46,0
Q0099_distance_effort,distance_effort,A18132_E008,core_text,38,0
Q0099_behavior,behavior,A18132_E008,core_text,31,0
Q0100_shorttext,shorttext,A16700_E027,core_text,1,1
Q0100_comparison,comparison,A16700_E027,core_text,1,1
Q0100_distance_effort,distance_effort,A16700_E027,core_text,5,1
Q0100_behavior,behavior,A16700_E027,core_text,1,1
Q0001_shorttext,shorttext,A16036_E016,long_text_only,2,1
Q0001_comparison,comparison,A16036_E016,long_text_only,22,0
Q0001_distance_effort,distance_effort,A16036_E016,long_text_only,305,0
Q0001_behavior,behavior,A16036_E016,long_text_only,12,0
Q0002_shorttext,shorttext,A17709_E007,long_text_only,2,1
Q0002_comparison,comparison,A17709_E007,long_text_only,248,0
Q0002_distance_effort,distance_effort,A17709_E007,long_text_only,64,0
Q0002_behavior,behavior,A17709_E007,long_text_only,247,0
Q0003_shorttext,shorttext,A18219_E003,long_text_only,1,1
Q0003_comparison,comparison,A18219_E003,long_text_only,229,0
Q0003_distance_effort,distance_effort,A18219_E003,long_text_only,227,0
Q0003_behavior,behavior,A18219_E003,long_text_only,228,0
Q0004_shorttext,shorttext,A16700_E030,long_text_only,1,1
Q0004_comparison,comparison,A16700_E030,long_text_only,140,0
Q0004_distance_effort,distance_effort,A16700_E030,long_text_only,148,0
Q0004_behavior,behavior,A16700_E030,long_text_only,136,0
Q0005_shorttext,shorttext,A19659_E004,long_text_only,1,1
Q0005_comparison,comparison,A19659_E004,long_text_only,95,0
Q0005_distance_effort,distance_effort,A19659_E004,long_text_only,93,0
Q0005_behavior,behavior,A19659_E004,long_text_only,91,0
Q0006_shorttext,shorttext,A19964_E010,long_text_only,1,1
Q0006_comparison,comparison,A19964_E010,long_text_only,38,0
Q0006_distance_effort,distance_effort,A19964_E010,long_text_only,80,0
Q0006_behavior,behavior,A19964_E010,long_text_only,16,0
Q0007_shorttext,shorttext,A16030_E010,long_text_only,1,1
Q0007_comparison,comparison,A16030_E010,long_text_only,129,0
Q0007_distance_effort,distance_effort,A16030_E010,long_text_only,123,0
Q0007_behavior,behavior,A16030_E010,long_text_only,120,0
Q0008_shorttext,shorttext,A16840_E034,long_text_only,2,1
Q0008_comparison,comparison,A16840_E034,long_text_only,187,0
Q0008_distance_effort,distance_effort,A16840_E034,long_text_only,159,0
Q0008_behavior,behavior,A16840_E034,long_text_only,184,0
Q0009_shorttext,shorttext,A19964_E015,long_text_only,1,1
Q0009_comparison,comparison,A19964_E015,long_text_only,88,0
Q0009_distance_effort,distance_effort,A19964_E015,long_text_only,72,0
Q0009_behavior,behavior,A19964_E015,long_text_only,73,0
Q0010_shorttext,shorttext,A18132_E003,long_text_only,1,1
Q0010_comparison,comparison,A18132_E003,long_text_only,238,0
Q0010_distance_effort,distance_effort,A18132_E003,long_text_only,236,0
Q0010_behavior,behavior,A18132_E003,long_text_only,237,0
Q0011_shorttext,shorttext,A16925_E002,long_text_only,2,1
Q0011_comparison,comparison,A16925_E002,long_text_only,177,0
Q0011_distance_effort,distance_effort,A16925_E002,long_text_only,11,0
Q0011_behavior,behavior,A16925_E002,long_text_only,171,0
Q0012_shorttext,shorttext,A17138_E004,long_text_only,1,1
Q0012_comparison,comparison,A17138_E004,long_text_only,155,0
Q0012_distance_effort,distance_effort,A17138_E004,long_text_only,7,1
Q0012_behavior,behavior,A17138_E004,long_text_only,147,0
Q0013_shorttext,shorttext,A16030_E026,long_text_only,1,1
Q0013_comparison,comparison,A16030_E026,long_text_only,9,1
Q0013_distance_effort,distance_effort,A16030_E026,long_text_only,114,0
Q0013_behavior,behavior,A16030_E026,long_text_only,98,0
Q0014_shorttext,shorttext,A18132_E001,long_text_only,2,1
Q0014_comparison,comparison,A18132_E001,long_text_only,237,0
Q0014_distance_effort,distance_effort,A18132_E001,long_text_only,240,0
Q0014_behavior,behavior,A18132_E001,long_text_only,236,0
Q0015_shorttext,shorttext,A16276_E020,long_text_only,1,1
Q0015_comparison,comparison,A16276_E020,long_text_only,167,0
Q0015_distance_effort,distance_effort,A16276_E020,long_text_only,223,0
Q0015_behavior,behavior,A16276_E020,long_text_only,162,0
Q0016_shorttext,shorttext,A16700_E021,long_text_only,2,1
Q0016_comparison,comparison,A16700_E021,long_text_only,143,0
Q0016_distance_effort,distance_effort,A16700_E021,long_text_only,8,1
Q0016_behavior,behavior,A16700_E021,long_text_only,134,0
Q0017_shorttext,shorttext,A18023_E007,long_text_only,1,1
Q0017_comparison,comparison,A18023_E007,long_text_only,243,0
Q0017_distance_effort,distance_effort,A18023_E007,long_text_only,239,0
Q0017_behavior,behavior,A18023_E007,long_text_only,242,0
